Timestamp,Device,Type,X,Y,Z
1741829205.7872992,Wrist,A,0.03564453125,0.02197265625,1.00634765625
1741829205.7936635,Wrist,A,0.0380859375,0.0224609375,0.998046875
1741829205.8094616,Wrist,A,0.03515625,0.021484375,1.00634765625
1741829205.817936,Wrist,A,0.033203125,0.02001953125,1.0146484375
1741829205.824346,Wrist,A,0.0341796875,0.01904296875,1.00244140625
1741829205.839248,Wrist,A,0.0361328125,0.0205078125,1.0
1741829205.8464196,Wrist,A,0.03564453125,0.0205078125,1.0068359375
1741829205.8540125,Wrist,A,0.037109375,0.0205078125,1.00439453125
1741829205.8694031,Wrist,A,0.03662109375,0.021484375,1.00390625
1741829205.8774202,Wrist,A,0.03857421875,0.0185546875,1.00732421875
1741829205.8840888,Wrist,A,0.03662109375,0.017578125,1.00439453125
1741829205.8991876,Wrist,A,0.03515625,0.01904296875,1.00244140625
1741829205.9067676,Wrist,A,0.037109375,0.02001953125,1.00439453125
1741829205.9143066,Wrist,A,0.03564453125,0.02197265625,1.005859375
1741829205.9289775,Wrist,A,0.03515625,0.02099609375,1.00634765625
1741829205.9374523,Wrist,A,0.03662109375,0.0205078125,1.005859375
1741829205.9439917,Wrist,A,0.03564453125,0.02001953125,1.005859375
1741829205.959078,Wrist,A,0.0361328125,0.02099609375,1.00390625
1741829205.9673486,Wrist,A,0.03564453125,0.02099609375,1.00341796875
1741829205.9739456,Wrist,A,0.0361328125,0.02099609375,1.0048828125
1741829205.9888833,Wrist,A,0.03857421875,0.0185546875,1.00439453125
1741829205.9969065,Wrist,A,0.0361328125,0.0185546875,1.0029296875
1741829206.004952,Wrist,A,0.0341796875,0.02099609375,1.00537109375
1741829206.0199878,Wrist,A,0.03564453125,0.021484375,1.00390625
1741829206.0272844,Wrist,A,0.03759765625,0.021484375,1.00439453125
1741829206.0415785,Wrist,A,0.0361328125,0.02001953125,1.005859375
1741829206.0490935,Wrist,A,0.03564453125,0.0205078125,1.00390625
1741829206.0571082,Wrist,A,0.0361328125,0.01904296875,1.001953125
1741829206.0718894,Wrist,A,0.03662109375,0.01953125,1.00390625
1741829206.0795882,Wrist,A,0.03662109375,0.01953125,1.0048828125
1741829206.0866916,Wrist,A,0.037109375,0.01953125,1.0029296875
1741829206.1027467,Wrist,A,0.03466796875,0.01953125,1.00390625
1741829206.1099668,Wrist,A,0.0361328125,0.017578125,1.00341796875
1741829206.1169677,Wrist,A,0.0361328125,0.01904296875,1.00390625
1741829206.131749,Wrist,A,0.03662109375,0.01904296875,1.00341796875
1741829206.1399462,Wrist,A,0.03515625,0.01904296875,1.00341796875
1741829206.1472077,Wrist,A,0.03662109375,0.02099609375,1.00390625
1741829206.1626172,Wrist,A,0.03564453125,0.02197265625,1.0048828125
1741829206.1692996,Wrist,A,0.03564453125,0.01708984375,1.0048828125
1741829206.1768553,Wrist,A,0.037109375,0.01708984375,1.00244140625
1741829206.192085,Wrist,A,0.037109375,0.02099609375,1.0048828125
1741829206.1995902,Wrist,A,0.03662109375,0.021484375,1.0048828125
1741829206.2071147,Wrist,A,0.03662109375,0.0205078125,1.00341796875
1741829206.2213707,Wrist,A,0.03564453125,0.01806640625,1.00390625
1741829206.2298923,Wrist,A,0.03662109375,0.01953125,1.00634765625
1741829206.2364862,Wrist,A,0.0380859375,0.0205078125,1.00439453125
1741829206.2518404,Wrist,A,0.0361328125,0.017578125,1.00146484375
