Timestamp,Device,Type,X,Y,Z
1741832815.061805,Wrist,A,0.017578125,0.0224609375,1.00439453125
1741832815.0698018,Wrist,A,0.015625,0.02099609375,1.00390625
1741832815.0769932,Wrist,A,0.01611328125,0.02197265625,1.00830078125
1741832815.092458,Wrist,A,0.017578125,0.02099609375,1.009765625
1741832815.0996788,Wrist,A,0.01611328125,0.02099609375,1.0048828125
1741832815.1077118,Wrist,A,0.0166015625,0.01904296875,1.005859375
1741832815.1227872,Wrist,A,0.017578125,0.021484375,1.00732421875
1741832815.1298366,Wrist,A,0.0166015625,0.0244140625,1.0078125
1741832815.137628,Wrist,A,0.0166015625,0.02197265625,1.00537109375
1741832815.1521914,Wrist,A,0.017578125,0.0244140625,1.00390625
1741832815.159272,Wrist,A,0.0146484375,0.0234375,1.00634765625
1741832815.1672926,Wrist,A,0.015625,0.0205078125,1.00390625
1741832815.1822772,Wrist,A,0.017578125,0.02392578125,1.0048828125
1741832815.1897116,Wrist,A,0.0146484375,0.02294921875,1.00732421875
1741832815.196736,Wrist,A,0.013671875,0.02197265625,1.005859375
1741832815.2134993,Wrist,A,0.01611328125,0.01904296875,1.00537109375
1741832815.2196496,Wrist,A,0.0166015625,0.01904296875,1.005859375
1741832815.228846,Wrist,A,0.01708984375,0.02099609375,1.0087890625
1741832815.2428036,Wrist,A,0.01416015625,0.02099609375,1.0048828125
1741832815.2501864,Wrist,A,0.01611328125,0.0224609375,1.00732421875
1741832815.2580242,Wrist,A,0.015625,0.02001953125,1.0078125
1741832815.2735696,Wrist,A,0.01513671875,0.02294921875,1.00634765625
1741832815.2806172,Wrist,A,0.01708984375,0.0224609375,1.0048828125
1741832815.2876205,Wrist,A,0.01611328125,0.02392578125,1.005859375
1741832815.302929,Wrist,A,0.01611328125,0.02294921875,1.0078125
1741832815.3109353,Wrist,A,0.01611328125,0.0224609375,1.00732421875
1741832815.318314,Wrist,A,0.017578125,0.02099609375,1.00537109375
1741832815.3330579,Wrist,A,0.01806640625,0.0234375,1.0048828125
1741832815.3411062,Wrist,A,0.0146484375,0.02197265625,1.0068359375
1741832815.3479333,Wrist,A,0.01513671875,0.01904296875,1.0078125
