Timestamp,Device,Type,X,Y,Z
1741832320.119884,Wrist,A,0.015625,0.0166015625,1.0068359375
1741832320.1355941,Wrist,A,0.01611328125,0.01611328125,1.0078125
1741832320.1425984,Wrist,A,0.0166015625,0.01611328125,1.00537109375
1741832320.150606,Wrist,A,0.01611328125,0.0166015625,1.0029296875
1741832320.1647289,Wrist,A,0.01708984375,0.017578125,1.00634765625
1741832320.1735275,Wrist,A,0.01806640625,0.01904296875,1.00732421875
1741832320.1805887,Wrist,A,0.0166015625,0.017578125,1.009765625
1741832320.1950152,Wrist,A,0.0146484375,0.01708984375,1.00927734375
1741832320.2030883,Wrist,A,0.01708984375,0.015625,1.00634765625
1741832320.210593,Wrist,A,0.0185546875,0.01513671875,1.00732421875
1741832320.2252297,Wrist,A,0.01513671875,0.01611328125,1.005859375
1741832320.232662,Wrist,A,0.01611328125,0.01513671875,1.00537109375
1741832320.2399242,Wrist,A,0.015625,0.0166015625,1.0068359375
1741832320.2557719,Wrist,A,0.0166015625,0.017578125,1.00732421875
1741832320.2624347,Wrist,A,0.01708984375,0.01806640625,1.01025390625
1741832320.2706409,Wrist,A,0.0166015625,0.01708984375,1.005859375
1741832320.2849777,Wrist,A,0.01708984375,0.017578125,1.001953125
1741832320.2930741,Wrist,A,0.0185546875,0.017578125,1.00634765625
1741832320.3001049,Wrist,A,0.0185546875,0.017578125,1.01025390625
1741832320.3157444,Wrist,A,0.01708984375,0.015625,1.0029296875
1741832320.3227322,Wrist,A,0.013671875,0.0166015625,1.001953125
1741832320.3307269,Wrist,A,0.01708984375,0.01611328125,1.0078125
1741832320.3456867,Wrist,A,0.01806640625,0.01611328125,1.0087890625
1741832320.3527498,Wrist,A,0.017578125,0.01611328125,1.00390625
1741832320.3601568,Wrist,A,0.01611328125,0.01806640625,1.00634765625
1741832320.3752441,Wrist,A,0.01806640625,0.017578125,1.00732421875
1741832320.3821533,Wrist,A,0.0166015625,0.017578125,1.0048828125
1741832320.3906376,Wrist,A,0.01611328125,0.0185546875,1.00732421875
1741832320.4057631,Wrist,A,0.01611328125,0.0185546875,1.00244140625
1741832320.4130294,Wrist,A,0.015625,0.01806640625,1.00537109375
1741832320.4205754,Wrist,A,0.0146484375,0.01708984375,1.0107421875
1741832320.4350395,Wrist,A,0.0166015625,0.015625,1.00439453125
1741832320.443092,Wrist,A,0.01708984375,0.015625,1.00732421875
1741832320.4577677,Wrist,A,0.01708984375,0.01611328125,1.00390625
1741832320.4659724,Wrist,A,0.015625,0.01513671875,1.00390625
1741832320.4730709,Wrist,A,0.0185546875,0.01513671875,1.00732421875
1741832320.4879608,Wrist,A,0.015625,0.01513671875,1.0048828125
1741832320.4952226,Wrist,A,0.01611328125,0.01611328125,1.005859375
1741832320.5025334,Wrist,A,0.017578125,0.0166015625,1.00390625
1741832320.5179675,Wrist,A,0.01708984375,0.015625,1.0048828125
1741832320.5252082,Wrist,A,0.015625,0.01513671875,1.00927734375
1741832320.5325413,Wrist,A,0.015625,0.017578125,1.00634765625
1741832320.5476015,Wrist,A,0.0166015625,0.01806640625,1.00537109375
1741832320.5555654,Wrist,A,0.0166015625,0.015625,1.00537109375
1741832320.5624557,Wrist,A,0.01806640625,0.01513671875,1.0068359375
1741832320.577554,Wrist,A,0.0166015625,0.017578125,1.0087890625
1741832320.585146,Wrist,A,0.015625,0.01953125,1.0048828125
1741832320.593156,Wrist,A,0.0166015625,0.01904296875,1.00634765625
1741832320.6076643,Wrist,A,0.017578125,0.01708984375,1.0078125
1741832320.6148677,Wrist,A,0.0185546875,0.017578125,1.00390625
1741832320.6229768,Wrist,A,0.01708984375,0.01708984375,1.0029296875
1741832320.6381414,Wrist,A,0.015625,0.01708984375,1.005859375
1741832320.6532502,Wrist,A,0.0166015625,0.017578125,1.009765625
1741832320.6605563,Wrist,A,0.0166015625,0.015625,1.00634765625
1741832320.6749253,Wrist,A,0.01513671875,0.01513671875,1.0068359375
1741832320.6832085,Wrist,A,0.0166015625,0.01806640625,1.00732421875
1741832320.6901422,Wrist,A,0.015625,0.01806640625,1.00732421875
1741832320.705896,Wrist,A,0.013671875,0.0185546875,1.00537109375
1741832320.7134364,Wrist,A,0.0146484375,0.017578125,1.00439453125
1741832320.720222,Wrist,A,0.015625,0.0166015625,1.005859375
1741832320.7357583,Wrist,A,0.0166015625,0.01611328125,1.00537109375
